Date,OILPRODUS,GDPUS,IPUS,RPRCUS,CPIUS,RGFCFUS,CAUS,Y10YDUS
2024-03-01,13171.0,28885832.0,102.52,15930466.333333334,312.2,4247638.333333333,-1031804.6666666666,4.21
2024-04-01,13249.0,29016714.0,102.36,15967266.0,313.2,4255749.0,-1061336.0,4.54
2024-05-01,13201.0,29136114.0,102.98,16015855.666666666,313.2,4263076.666666667,-1110922.0,4.48
2024-06-01,13240.0,29255514.0,103.25,16064445.333333334,313.0,4270404.333333333,-1160508.0,4.31
2024-07-01,13192.0,29374914.0,102.52,16113035.0,313.5,4277732.0,-1210094.0,4.25
2024-08-01,13364.0,29491230.666666668,103.02,16166420.333333334,314.1,4273781.333333333,-1175528.6666666667,3.87
2024-09-01,13185.0,29607547.333333332,102.6,16219805.666666666,314.7,4269830.666666667,-1140963.3333333333,3.72
2024-10-01,13450.0,29723864.0,102.21,16273191.0,315.5,4265880.0,-1106398.0,4.1
2024-11-01,13396.0,29808453.333333332,101.95,16289144.333333334,316.4,4292741.0,-1216190.6666666667,4.36
2024-12-01,13491.0,29893042.666666668,103.07,16305097.666666666,317.7,4319602.0,-1325983.3333333333,4.39
2025-01-01,13431.0,29977632.0,103.21,16321051.0,319.1,4346463.0,-1435776.0,4.63
